review,sentiment
 The room I was given is the corner room in lower ground floor It wasn t sound proof at all I could hear people e g Cleaning staff etc talking outside and tapping their foot I called the reception to change my room but they assured me to ask people not to talk I Front of room But you can t stop people walking The wifi was very very weak and also I couldn t use my phone 4g due to lower ground floor I have e planned everything next morning up the manager but not a good outcome I will not recommend anyone to go there ,NEGATIVE
 Beds were comfortable although they rolled away from the wall when sitting up in bed ,POSITIVE
 The Spa should be a place of tranquility The hotel needs to stop people using mobile phones there and especially use of cameras,POSITIVE
 at first the location was a bit hard to find But everything else is superb ,POSITIVE
 I was given a free upgrade,NEGATIVE
 The underground was a 25minute walk from the underground we did not know about the ferry until we arrived The room was not particularly large and no view to look out onto ,NEGATIVE
 Polite helpful staff Quiet location Very comfortable ,POSITIVE
 Very comfortable bed,POSITIVE
 Ref Room 109 1 Strong noise specially from bathroom s ceiling spreading into bedroom at night seriously disturbing proper sleep Cause aeration system 2 Poor lightening system ,NEGATIVE
 The fixed tablet controllers were a bit inconvenient to use ,NEGATIVE
 The bathroom had a frosted glass door with no lock which may be off putting for some people ,NEGATIVE
 Very Convenient,POSITIVE
 Unhealthy room service options eat fish vegetarian was not told Xmas parties in whilst booking so could not dine from restaurant or order room service off the menu no one seemed to know if restaurant open to guests asked 5 different people Asked for new key as mine faulty was not asked for name etc just my room number ,NEGATIVE
 We stayed at the weekend and there is totally free parking on the side road all of Saturday and Sunday It s also not in congestion zone so we left by 8 30 with no parking charges The room was super high tech and totally entertaining The spa is basic but clean and fun with lovely fresh infused water available ,POSITIVE
 This was the second time we have stayed there Very friendly staff Room comforts Nearby to everything we visited Beautiful hotel very clean On our second visit we were upgraded it was a very pleasant surprise and loved the room and view Spectacular Thank you ,POSITIVE
 Everything,POSITIVE
 The bed was lovely comfortable,POSITIVE
 Nothing,NEGATIVE
 Was really frustrated on Monday evening when we tried to go to the sky bar on the 17th floor for a drink around 10pm to be told it was closed when we arrived we were then advised that there were bars on 1st or ground floor Then when we went down to the 1st floor bar the staff there advised it was closed and escorted us to the ground floor Where we finally got a drink ,NEGATIVE
 The hotel lobby and bar areas are very nice It s an old historic hotel The standard rooms are very basic and you the walls are thin It s a no frills sleeping room with no decor The bed linens were old and they didn t use a top sheet just a top comforter that we all know rarely gets washed I turned the lights on several times in the night to ensure there were no bedbugs The bathroom was outdated and very tight space I had to squeeze near the toilet before I could even shut the bathroom door to get to the sink I would never stay here again ,NEGATIVE
 Excellent breakfast and very clean and perfect location for theatre,POSITIVE
 Old side of hotel,NEGATIVE
 Poor service at breakfast Room not properly cleaned,NEGATIVE
 Bright welcoming entrance Lovely bathroom with a decent sized shower Great to have a small fridge ,POSITIVE
 Location is the main only selling point I guess Staff appeared to be doping their best under challenged circumstances ,NEGATIVE
 Prices in sky lounge bar,POSITIVE
 Staff very friendly and went the extra mile to ensure we had a comfortable and enjoyable stay ,POSITIVE
 Professional staff Delicious breakfast in airy surroundings Upgrade ,POSITIVE
 Nothing,NEGATIVE
 The entrance to the street with the shops but then the hotel entrance itself is beautiful The room was a basic for a deluxe room I did not like tha basement room ,POSITIVE
 we saw ants in the bathroom could not switch off air exhausting device in the bathroom it was making noise the wardrobe could be only opened to half no kitchen facilities it was a standard room but we expected at least a kettle and glasses we got only two plastic ones roosters in the hotel park they were making terrible noise each morning since 5 AM ,NEGATIVE
 Location for The Albert Hall and Kensington Staff in bar very courteous Shower powerful,POSITIVE
 Location and room with the view,POSITIVE
 The charge for parking was extortionate and no mention of that in advance Felt it should have been stated up front Found a space through the just park app nearby instead,NEGATIVE
 Very high tech Probably due to our age but we struggled to get the TV to work and also the lights turning them off was an interesting experience providing us with an exciting light show when we were trying to switch them off ,POSITIVE
 I was going to write a decent review but my mom lost her ring in the room and they did not want to help ,NEGATIVE
 very clean and easily accessible by tube,POSITIVE
 We told the hotel it was our 1st wedding anniversary and we got upgraded from a superior room to a suite with big ben view and a cake in the room Great location couldn t be any better with an amazing view ,POSITIVE
 Relatively convenient location at a reasonable price,POSITIVE
 WI FII NOT WORKED NOISY ROOM,POSITIVE
 Expensive car park,POSITIVE
 Facilities Breakfast,POSITIVE
 Perfect location overall the hotel looked lovely and rooms were nice and comfortable Good for the price Hotel was easy enough to get to too ,POSITIVE
 Great location close to Waterloo and then an easy and comfortable walk via Westminster Whitehall to the West End very enjoyable ,POSITIVE
 the location was very good Very close to a metro station and close to many restaurants,POSITIVE
 Loved everything about it ,POSITIVE
 Nearest tube station is a long walk ,NEGATIVE
 Excellent location Our rooms were spotlessly clean with lovely decor Staff very helpful and friendly Great power shower Wide choice for breakfast that was delicious ,POSITIVE
 Our bed was not made or ready when we arrived which was fine but the manager was quite rude and defensive She tried blaming us explaining that twin rooms were in demand We had booked this room months in advance so didn t appreciate her rudeness or excuse It took three room attempts before we were settled It was midnight so we were tired and would have just liked an apology rather than an excuse ,NEGATIVE
 Perfect location Such good quality and value for money Superb service all round,POSITIVE
 the food was amazing,POSITIVE
 Damp in rooms Stayed in room 10 minutes before checking out Double glazing was blown out as well ,NEGATIVE
 We had problems with the tablets for the lights etc at first but we managed to get the electrician from the hotel to fix them The tablets can be quite temperamental ,NEGATIVE
 I found the reception staff a little difficult to deal with but especially the security staff during the evening ,NEGATIVE
 Close to tube,NEGATIVE
 Lots of building work going on around and also on the hotel View from window was of building site next door not mentioned by Reception staff when booking in ,NEGATIVE
 Breakfast too expensive,NEGATIVE
 Location of the hotel is perfect Near the DLR and Underground station but not on the noisy side of the street The room was quite big and clean Nice bathroom Each day you get one complimentary bottle of water per person The skylounge is very nice with a very nice view ,POSITIVE
 The size of the bathroom ,POSITIVE
 The cleaning staff came in at 8 30 in the morning The toilet was not cleaned properly before our check in ,NEGATIVE
 On booking com it said it had other facilities,NEGATIVE
 The view was to die for Especially if you take the river view room Since the weather was great just walking around the Thames was lovely ,POSITIVE
 Great friendly staff two minutes from the tube with plenty of shops nearby Very clean and Quiet hotel ,POSITIVE
 Beds are cozy view is amazing,POSITIVE
 Friendly staff convenient location ,POSITIVE
 very comfortable night s sleep pleasant room friendly staff ,POSITIVE
 Service and nice room,POSITIVE
 Very professional service Well groomed and helpful ,POSITIVE
 Generally average,POSITIVE
 We stayed here for the third time as we like the location and their price compared to other similar hotels is really good The builiding of the hotal looks great and you feel youself a part of the remarkable British history when staying there All major attrractions can be reached on foot or by bys from there ,POSITIVE
 Hard pillows Prices of drinks in the bar,NEGATIVE
 You had to pay extra for Wifi unfriendly staff ,NEGATIVE
 Breakfast was a bit pricy and the only thing I could fault them for ,NEGATIVE
 Convenient to Paddington station and Lord s cricket ground Small rooms but have everything that you need,POSITIVE
 Great location lovely rooms and really enjoyed the new restaurant Spa was also great,POSITIVE
 very busy in breakfast room on sunday around 9 30 10 had to queue ,NEGATIVE
 Location well presented nice decor friendly staff,POSITIVE
 Staff especially day time concierge were excellent Restaurant was good and breakfast too Nice quiet street I liked the atmosphere ,POSITIVE
 Great location comfortable rooms helpful friendly staff ,POSITIVE
 good breakfast display and staff at breakfast helpful,POSITIVE
 Comfortable and easy access,POSITIVE
 The beds were very poor quality Springs in your back Premier inn better Tee,NEGATIVE
 Wifi connection poor,NEGATIVE
 The hotel made extra effort as it was my birthday we got upgraded to a bigger suite and they decorated our room with birthday surprises Staff were really welcoming and helpful ,POSITIVE
 Towel rails missing the drive way to the hotel is closed and most people carry their luggage down the stairs into the Hotel The breakfast has a good selection but the way It is organised is not efficient The staff in the dinner restaurant is completely incompetent and disorganised The tables get not cleared efficiently after customers leave hence no tables are ready for new customers The food was ok by staff had a long time to take orders and needed to be reminded to bring bread salt pepper cheese ,NEGATIVE
 Your bath top is old The water pressure in the shower was weak,NEGATIVE
 Facilities were great Nice lobby and bar ,POSITIVE
 Staff where very friendly who we spoke to expect one room service the hotel was very impressive until we got to the room then went down hill from there ,POSITIVE
 Everything I didn t have any dislikes ,POSITIVE
 The proximity to the o2 arena the quality of the facilities and the food The impeccable service ,POSITIVE
 The bed was very comfy ,POSITIVE
 Roof top bar,POSITIVE
 Didn t warm to receptionist who checked us in a little curt Also housekeeping tried to enter to clean our room on the day we were checking out despite the fact we had the do not disturb light on and we were nowhere close to checking out time,NEGATIVE
 too noisy in the room with the AC on so had to turn it off at night we were in the basement so had no window daylight ,NEGATIVE
 Room was confusing Could not find the light switches Bed comfort was just ok ,POSITIVE
 The worst stay in London The staff are incompetent The facilities are dirty I took a lot of pictures of blood on the side of the bath tub health and safety issues with cords hanging out of the tv Definitely not worth the stay,NEGATIVE
 Very good location,POSITIVE
 Breakfast bit of a food factory more like a 1980s motorway service station than a 4 star hotel breakfast Shower was dangerously scalding hot couldn t turn it down any cooler ,NEGATIVE
 Our stay was not a good one due to poor communication from the hotel on change of location ,NEGATIVE
 Great location just a short walk away from Covent Garden and theatre land Staff very helpful and friendly Room nice size clean and a comfy bed ,POSITIVE
 Nothing really breakfast was a bit rushed like we were asked have you finished because we want to clear away this was at 9 15 as it happened we had finished but just felt a big rushed nothing is complain about though to be honest ,NEGATIVE
 Hotel was lovely Came back from our event to slippers by the bed and fresh towels Staff were all very friendly as well ,POSITIVE
 The hotel is very posh Good food ,POSITIVE
 The reception staff were extremely efficient and very friendly A professional service with a smile We were delighted with our stay Thank u all ,POSITIVE
 Location and great value for the money,POSITIVE
 The bed was extremely comfortable as was the duvet ,POSITIVE
 The zip up beds were not zipped up,NEGATIVE
 Location and room,POSITIVE
 worst location possible 1 km walk from comasina metro station and no pick and drop or taxis available hardly You see customers walking up and down with luggage to hotel from station which is very incoveneint At least hotel should arrange shuttle to metro if not the city center,NEGATIVE
 Nothing,NEGATIVE
 Great value for money,POSITIVE
 The location was perfect the room we got was very nice,POSITIVE
 Bed was broken tiles in bathroom broken asked for a higher floor room was put on ground floor Ferry doesn t run at peak time for dinner which made us miss our reservation ,NEGATIVE
 Great location and really enjoyed the stay the hotel was very well set up and professional ,POSITIVE
 Comfy bed great staff fantastic hotel,POSITIVE
 Had to put 2 single beds together to make a double when the staff came to do it for us one of them swore View was to be expected from a city hotel,NEGATIVE
 It is really a very good hotel,POSITIVE
 Unfortunately when we arrived to check in we were told that we were being moved to a sister hotel the Paddingtond Grand on the far side of Hyde Park It was said that it was because of problems with plumbing in our original room This was well outside the Kensington area where we needed to be Contrary to what reception staff told us I have no evidence that any attempt was made to inform us beforehand There was no practical possibility of making alternative arrangements A taxi service was available but this inevitably took time We found this to be exceptionally poor service which distrupted our weekend It was clear that we could have been informed beforehand that the hotel was not available but were presented with a fait accompli which put our requirements far down the list of their priorities ,NEGATIVE
 Prime location 5 minutes walk from Hyde Park 3 very close tube stations and buses from and to everywhere in London Excellent breakfast helpful and kind staff always with a smile ,POSITIVE
 Could have been a little cheaper although I realise it is central London ,NEGATIVE
 Room was smaller than anticipated room layout not ideal,NEGATIVE
 The location is ok,POSITIVE
 Everything,POSITIVE
 Nothing,NEGATIVE
 The decor and the staff ,POSITIVE
 No Safe in Room,NEGATIVE
 Rooms were spacious and comfortable staff were attentive and the breakfast was amazing Couldn t fault it everything was great Location was good too as 2 min walk from the tube station ,POSITIVE
 I would have liked to see an offering of gluten free bread and or vegan options for breakfast Eg soya yoghurt or veggie sausages ,NEGATIVE
 the staff were helpful and very friendly I would use this hotel again ,POSITIVE
 It was easy to find Very warm and welcoming Lovely room quiet with a huge bed A very good selection of fruit at the buffet breakfast and nice croissants Free newspapers a bonus ,POSITIVE
 Nothing to dislike ,POSITIVE
 Excellent location room was very comfortable Services were excellent Usually dont care but telly was brilliant Sky Sports in the room never saw that before ,POSITIVE
 Very friendly and helpful staff great food in restaurant reasonable priced drinks,POSITIVE
 Great stay,POSITIVE
 Great location friendly and helpful staff room was very well designed and furnished ,POSITIVE
 I had booked a double room but they had given us two twin beds,NEGATIVE
 none,NEGATIVE
 Noise from smokers outside reception,NEGATIVE
 Location being central and easy to access Facilities were great steam sauna and pool ,POSITIVE
 The rooms are too small ,NEGATIVE
 VERY SMall room and isolated location,NEGATIVE
 Location,POSITIVE
 Very comfortable bed Large room luxury accommodation at a very reasonable price Free parking Efficient Wifi ,POSITIVE
 Nothing,NEGATIVE
 Excellent service amazing bed and pillows,POSITIVE
 The staff were so lovely and accomodating they really went the extra mile ,POSITIVE
 Bed was super comfy ,POSITIVE
 The breakfast was nice and Stefano at the front desk was pleasant ,POSITIVE
 Breakfast was fantastic ,POSITIVE
 Hy swimmimg pool sauna nice room staff excellent good value tnx,POSITIVE
 We stayed at the only magnificent suite in the hotel We loved the overdone heritage feel and big space both in the suite and bathroom We were 3 adults and one toddler in this suite Breakfast was great as well and the location right next to Hyde park and Kensington gardens is perfect for kids Mommies can go shopping on the Westbourne grove ,POSITIVE
 No fridge in room,NEGATIVE
 The bed mattresses were great Got an excellent sleep ,POSITIVE
 the room is too small for 2 pepole lots of stairs ,NEGATIVE
 Nothing to dislike,POSITIVE
 The breakfast and food at the Club lounge wasn t great at all The quality of food was poor Not sure about the cleaning staff as we have misplaced a Kindle Was our fault for leaving it out so in any hotel we suggest to lock up anything that is of value Due to location and the rest of the staff we will still go back ,NEGATIVE
 The room had excellent bed and pillows Also the curtains were very thick so it was perfectly dark in the night Not sure about soundproofing because I always sleep with ear plugs but the minibar was very quiet Good selection of cakes in the morning for people who like sweets ,POSITIVE
 The rude front of house staff who could only retell policies and not do anything to find a solution ,NEGATIVE
 Bar prices rather steep,NEGATIVE
 Rooms very comfortable Bar relaxed and welcoming,POSITIVE
 Hi tech room amenities Very chic modern ,POSITIVE
 The view of the London Eye was amazing especially at night The bed was so comfortable with a puffy duvet and quality linens Breakfast included had a huge buffet with custom omelets ,POSITIVE
 We only stayed one night but the hotel was very nice 79 for a double room with ensuite bathroom with two single beds locked together Comfortable enough The room was clean and so was the bathroom It was a good area for us and close to the gig we were going to We bought some fries to take to our room from the restaurant which were a good size and tasted nice Overall a good experience and the staff were pleasant ,POSITIVE
 The new refurbishment of the hotel is very impressive warm and relaxing Everything contained in the room plus kettle ironing board iron plus beds very comfortable ,POSITIVE
 poor service by reception did not record that we had ordered breakfast or morning newspapers did not record that we had recorded a credit card for extra items whilst on our stay this caused embarrisment with bar staff who insisted that we had to pay as we went along this was resolved but should not have been necessary also room maid cleaned room whilst we were at breakfast and had not put sign out to clean room also took ages to prepare decafinated coffee at breakfast and also took ages to serve irish coffee after evening meal all small things but as they say many mole hills turn into mountains ,NEGATIVE
 i liked the the location and the food plus the room ,POSITIVE
 N a,POSITIVE
 but not thoroughly clean there was dust under the glass that covered the room table the AC temperature was set to the highest but the room was warm it made it uncomfortable to sleep ,NEGATIVE
 Didn t dislike anything but would be helpful to have more glasses in the room Bar is ok but not a touch on Park Plaza Westminster Bridge next door ,NEGATIVE
 Extractor Fan was incredibly Noisy Flees were noticed in the carpet argh,NEGATIVE
 Nothing,NEGATIVE
 Staff receptionist were rude,NEGATIVE
 Loved it,POSITIVE
 They gave a room with no window and the room was extremely small We had to pay an extra 20 to upgrade We could not use Jenny s restaurant due an event over new year,NEGATIVE
 Close to Earl s Court tube good breakfast,POSITIVE
 Some staff aren t smiley ,NEGATIVE
 I made a book at booking for two adult and one 10 year old when coming to the hotel I had to pay extra for the child Not OK,NEGATIVE
 Pool was very small and smelled funny Changing rooms were also tiny ,POSITIVE
 Nice and clean ,POSITIVE
 All of it,POSITIVE
 Fantastic staff They remembered it was my fiances birthday gave us a fantastic view and also left him a birthday cake in the room,POSITIVE
 The world over complimentary break fast and free wifi are part of the price But I was charged Free wifi was for only 20 minutes it s just rediculous Got two non window rooms they were different sizes for same price,NEGATIVE
 Having to pay to watch movies,NEGATIVE
 Fantastic room,POSITIVE
 Staff were very helpful and friendly Great choice of films in the room and the bed was huge ,POSITIVE
 The staff were very helpful and upgraded me to a suite without being asked very welcome as I had had a long trip The room was clean and quiet Excellent shower to wake up in the morning too ,POSITIVE
 The reception area the bar great service ,POSITIVE
 I really liked the studio king room plenty of space for a family of four Really clean benefitting from a kitchen area with kettle microwave cups and plates etc I like the fact there was a shower and bathtub ,POSITIVE
 Breakfast overrated Would improve selection Priced too high ,NEGATIVE
 Friendly and helpful staff made it an enjoyable stay The hotel is in a great location and our room had all that we needed ,POSITIVE
 Great atmosphere,POSITIVE
 Breakfast,POSITIVE
 The freshly baked chocolate chips cookie that I got on check in was a lovely touch and made this hotel stand out from others I have used for work Also the fact that I could open the windows for fresh air was a big plus,POSITIVE
 Clean if in need of new carpets etc ,POSITIVE
 Staff attitude at breakfast,NEGATIVE
 Nothing I can think of,NEGATIVE
 Beautifully clean and spacious deluxe room Very friendly and helpful staff in reception and restaurant We thoroughly enjoyed some of the delights from the London Chocolate Week menu beautifully presented and delicious ,POSITIVE
 Comfortable beds,POSITIVE
 Lovely decor Excellent ground floor loo Everything one would expect in a good quality hotel,POSITIVE
 The staff Maria Antonia of the recepion was really kind and she helped us a lot ,POSITIVE
 Close to Wembley,POSITIVE
 Exclusive access to club lounge Bed was super comfy,POSITIVE
 Location was excellent Bedroom was large as was bathroom Can t comment on food as did not at in hotel ,POSITIVE
 Location and room,POSITIVE
 Hotel carpark was very difficult to get into and my husband curbed his alloy wheels on his very new car I tried to cancel my booking for 2 rooms 5 minutes after making it I was told that I would still have to pay as it was less than 24 hours before we were due to arrive So they would only charge for one room I said we would still honour the booking and go after all I was still charged for the cancellation although it was eventually sorted out They said as a good will gesture they wouldn t charge me for the cancellation When I hadn t cancelled after all this was more than a little annoying Especially after ruining the alloy wheels in the car park ,NEGATIVE
 The reception staffs when I did check put they was angry and they spoke with me un politely that I should pay 60 because I m late while the one before her sheft told me 40 They keep me waiting for 45 minutes I left with out bill because they was very slow If anyone from Head Hilton Hotels want there name I wrote all the information in my note book This is the last time with those chilli staff ,NEGATIVE
 No English tea in room,NEGATIVE
 Room overlooking the river peaceful Excellent food from room service ,POSITIVE
 Very comfortable and staff friendly Very quick to check in and best thing about this hotel was the option to smoke inside the rooms p,POSITIVE
 Location and breakfast quality are not good Bed was old and not comfortable Also we are not allowed to use cold air conditioning during autum and winter which makes the hotel very hot and there is only one elevator that takes time to reach you ,NEGATIVE
 A bit pricey but I guess you get what you pay for,POSITIVE
 Great view from terrace friendly staff fast wifi,POSITIVE
 Bathroom is too small,NEGATIVE
 Friendly staff and comfy bed,POSITIVE
 Inability to move the chairs into a position where it was comfortable for each of us to watch TV Noise from underground was disturbing at times ,NEGATIVE
 Had decided to eat in Brasserie on the first night as a long day travelling sight seeing when we went to eat found it was closed for a private function should have been notified on arrival Pint A half of John Smiths in the bar 8 60 extortionate ,NEGATIVE
 No thing,NEGATIVE
 On arrival we were greeted kindly and reassured the wait for reception would be as short as possible by the concierge however as he then directed us to a free receptionist another traveler obviously with little manners walked straight into the Hotel and up to the desk we again waited for a free assistant the concierge again offered us forward the receptionist then answered the phone and we had to wait a while longer I find this extremely rude and unprofessional and believe that a physically present human being should always without exception be dealt with first and foremost ,NEGATIVE
 N a,POSITIVE
 The lobby area ,POSITIVE
 When i reserved through booking it shows me pay later at the hotel when i made the check out they told me that they took the money from my Visa card already i asked the reception employee to pay them cash she answered it done already and the amount are detected from first night of your stays which i didn t like it Its a bit far from the city otherwise every things was good ,NEGATIVE
 Free wifi ,POSITIVE
 Awesome Spa Really nice hotel Cool bars and area,POSITIVE
 Very clean and comfortable,POSITIVE
 Being near public transport and Big Ben Warm hearted housekeeping lady ,POSITIVE
 My advice is to book a hotel that costs half the price as you will get the same standard This hotel is definitely NOT worth the room rates they charge Where can I start We stayed in the East wing cannot rate the other wing 1 East Wing lifts dont really work especially in the morning waited 10 minutes then got stuck then the doors wouldn t open when we reached the floor when we finally managed to exit the lift there was no stairs alternative only the fire escape which lead into the backroom of the hotel bar when reporting the problems with the lifts we were told they work fine and only busy due to many people going to breakfast 2 No water pressure in the shower 3 Both shower and sink taps gave either boiling hot water or cold no in between 4 The room was freezing when you entered from the hallway it was like stepping outside in winter I reported this and tried to turn it off or set to warm instead but to no avail When requesting a blanket as none were in the room I was told they would not provide us with one They offered a couple of extra sheets after I kept insisting it was too cold to sleep but never showed up not until i rang the third time after one hour threatening to go down to the reception and create a scene 5 Both the room and the bathroom were extremely outdated and shabby ,NEGATIVE
 Cooked brwakfast was chilly Service for food in the bar area was very slow and overpriced ,NEGATIVE
 Hotel was very nice and modern Staff were very friendly and helpful A handy phone was provided which we were able to take out with us to use Internet maps phone calls and texts which was a great bonus Buffet breakfast was had a good variety 5 10 minute walk to the Paddington station so it was very convenient ,POSITIVE
 Room very small Bath didn t drain Street outside very noisy in night making it difficult to sleep Breakfast very expensive ,NEGATIVE
 Nothing Quite happy,NEGATIVE
 Location very nice very close to many restaurants metro and bus stations 15 minutes walk to hyde park and oxford street 5minutes walk to rail way station paddington to go or return from heathrow airport or to visit windsor palace The staff is nice and the breakfast is ok Also wi fi working good Very nice view for high floor queen rooms u can see all london Also nice tea kettle and daily Tea bags and coffee,POSITIVE
 Generally not clean very noisy not able to sleep sad faded hotel towels thin and old ,NEGATIVE
 I made a special request for a room on a low floor for medical reasons and asked the person on reservations if this could be guaranteed to let me know in advance When I arrived the room was on the 3rd floor and after about an hour wait I eventually got one on the 2nd floor I asked to speak to the duty manager and he said I could move to first floor the next day but no apology for the inconvenience and made a few useless comments like when I said I met the housekeeper and asked if there was free rooms on the first floor and she yes This manager told me SHE would have no idea what rooms were available on any floor make sense NO Another point is the food the same menu is now used in restaurant bar and room service and it is a very limited menu and as a vegetarian I found it not cater at all and for the quality of the food it is not cheap I stayed there several times when it was just Kensington Close Hotel and never had any complaints but now that it s owned by the group Holiday Inn I would have my doubts about booking there again which for me is a pity as I like the area very much and find it easy to see the sights etc from there A small point the tissue box had about 2 tissues when we checked in which we used straight away the empty box was not replaced even though I took the box out of the silver container so housekeeping would know to replace but no stayed 3 nights and this not replaced The standard rooms are quiet small and the bathrooms even smaller but having stayed previously we knew this and not a problem To finish Holiday Inn please note clients special requests and even though these cannot be quaranteed it would be good if they were at least read by reservations and make contact if needs be For me the fact this important request was overlooked ruined the leisure break I was looking for,NEGATIVE
 THE STAFF WERE VERY HELPFUL AND OBLIGING ,POSITIVE
 Not applicable,NEGATIVE
 Air con set to 18C the room was far too hot apparently many people had complained as we did to the receptionist as we checked out ,NEGATIVE
 Everything it was superb ,POSITIVE
 Comfy bed Excellent location for Wembley Loved executive lounge but disappointed at limited choice of beverages Still great though Prosecco would have been a welcome addition Also afternoon tea could have been healthier with sandwiches loved breakfast choice and quality of food Delicious ,NEGATIVE
 Might be a bit picky but the view was a just a brick wall from the building next to the hotel ,NEGATIVE
 The breakfast is really excellent The room was spacious well eqipped iron ironing board hair dryer Apple TV functioning as a computer as well keyboard mouse towels are extremely soft Quick checkout Kind staff at reception desk especially on arrival Close to underground station beautiful historical surrounding ,POSITIVE
 Lovely clean white linen my favourite ,POSITIVE
 The hotel overall The cleanliness Excellent beds Lovely towels Lovely Bathrooms,POSITIVE
 Location good all very clean but the superior room although a good size was a bit old fashioned Corridor carpets an awful design but you don t go to London for the hotel decor ,POSITIVE
 breakfast was lovely and so were the restaurant staff,POSITIVE
 Service,POSITIVE
 Polite friendly staff Beautiful view Relaxed feel ,POSITIVE
 I didnt like that I could only stay 2 nights ,NEGATIVE
 Mini bar charge prices,NEGATIVE
 The location can t be beaten The separation between the two beds allows parents to hang out in one side of the room while the kids sleep in peace on the other side ,POSITIVE
 Room was small and bed covers not warm enough ,NEGATIVE
 great location and helpful staff,POSITIVE
 Sheets washed in a non bio rather than starch type product I do not like being obliged to pay Service Charge in the Bar for my food I prefer to give what I think is fair based on Service received Your receipts also include a tip on top of Service Charge Ridiculous as people are being paid to do their job ,NEGATIVE
 Nothing,NEGATIVE
 Lovely position if you love The Thames friendly helpful staff,POSITIVE
 Could have agreed to take my heavy luggage down from the room after check out,NEGATIVE
 Great location really friendly helpful staff room upgrade for an additional 20 which was worth the extra money Would stay again ,POSITIVE
 Was a bit noisy because of the construction going on the proximity of the railway station ,NEGATIVE
 No warning sign for step outside door when no doorman present I fell flat on my face Poor selection of cereals at breakfast no muesli or granola terrible coffee,NEGATIVE
 ,POSITIVE
 the security man in the outside entrance of the hotel didnt speak english and he couldnt explain us where the parking was and how to reach it ,NEGATIVE
 Quite easy to get to shops taxis etc,POSITIVE
 location is perfect plus near a waitrose and a prezzo and tube,POSITIVE
 convenient location and availability of rooms ,POSITIVE
 Very well organised and friendly helpful staff Breakfast selection and quality good if a little tepid Clean and functional Great location ,POSITIVE
 Fantastic location for a Theatre Break Staff incredibly friendly and helpful and the breakfast is fab ,POSITIVE
 Location Staff Views,POSITIVE
 Staff are untrained and inexperienced 2 big events on in the area O2 concert and World Cup Rugby and there were not enough staff to cater for all the guests well enough Poor communication and badly stocked bar no Guinness Insufficient food to fulfil the menu ,NEGATIVE
 The staff were friendly and helpful and subject to my didn t like above the hotel was good value for money,POSITIVE
 It seems that hotel used to be in a better shape Leaking shower wobbly doors and windows bed sheets with noticeable traces of long washing history everything used to be great but now could use some maintenance Not a big concern though despite being tired our room was clean and comfortable ,NEGATIVE
 We were close to smoking rooms so we could smell it everyday especially after they cleaned our room ,NEGATIVE
 I always stay in kensignton close hotel is my favorite for years ,POSITIVE
 Comfy beds Excellent room Great location ,POSITIVE
 The restaurant Chino Latino was very good friendly service stylish and delicious food,POSITIVE
 Breakfast poached eggs tasted of vinegar,NEGATIVE
 Comfy bed,POSITIVE
 Bar prices way to expensive,NEGATIVE
 Tea and coffee facilities for the room were too limited there should have been more than sufficient for just 1 drink per person ,NEGATIVE
 The most important adventage of this hotel is its location just in front of Westminister Bridge The staff is polite and proffessional We came with our child that had a fever and we got the room very fast earlier than it was fixed ,POSITIVE
 Our room on 6th floor faced the rail lines but was very quiet No air conditioner noise and perfect temperature Very comfortable beds Staff very pleasant Good breakfast ,POSITIVE
 The hotel took money I didn t spend from my bank I woke three days after I had spent only one night there to my bank account drained over more than 200 I haven t received my security deposit back yet either ,NEGATIVE
 Location is perfect easy travel to central London Room size is great with complementary drinks and fruits Staff are friendly and helpful ,POSITIVE
 Comfortable bed cosy rooms are small but not an issue as a base when you re staying in London The 8th floor had a great view of the storms across London too ,POSITIVE
 Location and ferry service,POSITIVE
 Being picky we didn t have a good veiw from our room and we booked for the veiw ,NEGATIVE
 Good location 5 mins walk to Paddington Heathrow Express ,POSITIVE
 Location was great,POSITIVE
 Price of bar and breakfast too high,NEGATIVE
 It was lovely to have room service breakfast included Lovely views of the shard and Waterloo station and so quiet despite the location Will definitely come back,POSITIVE
 Nothing,NEGATIVE
 I failed to get the coffee machine to actually produce a cup of coffee Baffling since it was exactly the same one that I have at home However all was remedied by being given free coffee in the coffee bar by way of compensation ,NEGATIVE
 Would have liked a more varied menu for our evening meal All Italian ,NEGATIVE
 Breakfast was excellent and the concierge and door staff were superb and couldn t do enough to help ,NEGATIVE
 Everything we need to enjoy our a stay,POSITIVE
 Really child friendly staff Great family room 1005 Perfect location to explore London with children age 7 8 ,POSITIVE
 Bed was ok not great room really small staff very friendly I basically slept there and was out the whole day so it s quite expensive to just sleep and shower but generally a decent deal,POSITIVE
 Too many intern in reception desk ,NEGATIVE
 The room was small but ok It was a little bit expensive but it is the price of the accommodation in London ,POSITIVE
 Bigger bed would have been nice but was adequate,POSITIVE
 all the building work going on,POSITIVE
 Was a little disappointed with no milk sachets for a hot drink in the morning The bathroom had a funny smell to it Spent a lot of money for a night away with my partner that doesn t happen much and expected a little more for the price ,NEGATIVE
 Everything,POSITIVE
 Location,POSITIVE
 There was a problem with the amount quoted by Booking Com ,NEGATIVE
 Very Very Hot Chilli that I could not eat ,POSITIVE
 Generally too hot and a little claustrophobic No opening windows everything air conditioned Little access to fresh air and the outside world ,NEGATIVE
 Clean and spotless Excellent TV facilities Comfortable bed,POSITIVE
 Surcharge,POSITIVE
 Stuff were very helpfull,POSITIVE
