review,sentiment,query_id,review_text,matched_variable_id,distance,matched_variable_description
 a bit old fashioned furniture and decor view from the window railway track the same choice for breakfast every day,POSITIVE,2103,,,,
 Nothing,NEGATIVE,2104,,,,
 Nothing,NEGATIVE,2105,,,,
 Beds and pillows were heavenly Fixtures and fitting very high end Staff extremely welcoming and friendly Great pool and gym,POSITIVE,2106,,,,
 The sky lounge is amazing ,POSITIVE,2107,,,,
 No wash cloths staff didn t even understand what they were Room had no A C but they offered to open the windows Moved us to a room supposedly with A C but it was a smoking room windows kept opening so dirt dust as well as residual smell from smoking made room unbearable Furnishings were all nicked up carpet dirty sofa stained and hot water control on shower so sensitive you either had cold or scalding water ,NEGATIVE,2108, No wash cloths staff didn t even understand what they were Room had no A C but they offered to open the windows Moved us to a room supposedly with A C but it was a smoking room windows kept opening so dirt dust as well as residual smell from smoking made room unbearable Furnishings were all nicked up carpet dirty sofa stained and hot water control on shower so sensitive you either had cold or scalding water ,room_cleanliness,0.38791466285592047,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 The room was lovely great breakfast and excellent staff,POSITIVE,2109,,,,
 Location safty clean room kind service,POSITIVE,2110,,,,
 Very convenient location and very pleasant surroundings Our room had a lovely view of the Court Yard We chose a standard double room as only staying one evening comfortable bed all facilities one needed in both the room and bathroom Atmosphere in The Hamptons in the evening was relaxing ,POSITIVE,2111,,,,
 I was given a tiny room with no window broken light and funny smell I mean is it even legal to have a bedroom with no window It was then swapped for a single room with a window but gosh this place needs some serious updating It s not cheap enough to justify the bad state of facilities and rooms ,NEGATIVE,2112, I was given a tiny room with no window broken light and funny smell I mean is it even legal to have a bedroom with no window It was then swapped for a single room with a window but gosh this place needs some serious updating It s not cheap enough to justify the bad state of facilities and rooms ,room_size,0.44447094002419263,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Close to Hyde Park Paddington Station excellent reception and very helpful,POSITIVE,2113,,,,
 Nothing ,NEGATIVE,2114,,,,
 Darkness around the drinking area making it impossible to see Poor room lighting ,NEGATIVE,2115,,,,
 On arrival our assigned room smelled of smoke It took 45 minutes two phonecalls and a trip to reception to get moved to another room The staff were not good at communicating what they were doing to resolve this nor did anyone ask us after we moved if everything was then satisfactory ,NEGATIVE,2116, On arrival our assigned room smelled of smoke It took 45 minutes two phonecalls and a trip to reception to get moved to another room The staff were not good at communicating what they were doing to resolve this nor did anyone ask us after we moved if everything was then satisfactory ,staff_friendliness,0.4287412504114593,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Extremely small rooms ,NEGATIVE,2117, Extremely small rooms ,room_size,0.3608448655925188,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Room was small,NEGATIVE,2118, Room was small,room_size,0.3839231719294876,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The hotel rooms are a little run down and a little old but they are comfortable,POSITIVE,2119,,,,
 The bed was comfy and the room was clean ,POSITIVE,2120,,,,
 Being a left handed eater I found the design of cutlery slightly difficult to use but all you need to do is ask for a different set and they can provide this for you The Hotel was slightly set back from the Main Street with a 10 minute walk to the nearest tube but this was no problem for us and fine if you like a good walk I really don t have anymore faults for this hotel ,POSITIVE,2121,,,,
 Everything was fine The hotel is well located very clean and beautiful ,POSITIVE,2122,,,,
 Staff friendly and helpful Clean and comfy room Excellent location,POSITIVE,2123,,,,
 Breakfast was good Room was very spacious and beds were very comfy Couldn t fault anything in there everything we needed All the amenities you need even an ironing board Staff were more then helpful and polite I would definitely want to come again sometime Oh and close to lots of things shops parks restaurants etc ,POSITIVE,2124,,,,
 Friendly service clean room excellent facilities and very good price,POSITIVE,2125,,,,
 Food in the pizzeria and spice restaurant was excellent and the service was great too Rooms were comfortable and had all the facilities that we needed and the location was excellent being right in the heart of canary wharf and close to tube and DR links Staff were friendly and helpful giving a lovely relaxed atmosphere to the hotel which was very welcome after a hard day We would definitely stay again ,POSITIVE,2126,,,,
 The beds and location ,POSITIVE,2127,,,,
 Room quiet comfortable facilities there if required Room clean,POSITIVE,2128,,,,
 According to the escape map behind the door i believe my room should be the smallest in this hotel there are even no place for me to open the luggage,NEGATIVE,2129,,,,
 Clean spacious room,POSITIVE,2130,,,,
 I was put in a nasty underground dungeon posing as a room with no ventilation and I was utterly claustrophobic It was like something out of a horror movie ,NEGATIVE,2131,,,,
 Everyone was so helpful and polite Very professional ,POSITIVE,2132,,,,
 The staff was all fantastic really friendly and helpful I was visiting London with my sister and daughter to celebrate my sister s 60th birthday The staff were aware of this and put a balloon and gorgeous chocolates in the room The room itself was large spotlessly clean and had everything we needed The beds were soooo comfortable I will definitely be staying there again on my next trip to London,POSITIVE,2133,,,,
 Very friendly staff ,POSITIVE,2134,,,,
 Friendly staff pleasant surroundings ,POSITIVE,2135,,,,
 Location excellent,POSITIVE,2136,,,,
 The rooms are small the breackfast is expencive,NEGATIVE,2137, The rooms are small the breackfast is expencive,room_size,0.4222561051889839,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The room could be bigger We have had larger rooms on a cruise ship ,NEGATIVE,2138, The room could be bigger We have had larger rooms on a cruise ship ,room_size,0.3358505743626361,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The hotel was not well managed and our room was changed before we had checked out So returning from breakfast we were unable to relax and couldn t use the facilities as intended A complaint bought a poor response Breakfast was also chaotic with little control and long queues Not what I would expect from a 5 star hotel ,NEGATIVE,2139, The hotel was not well managed and our room was changed before we had checked out So returning from breakfast we were unable to relax and couldn t use the facilities as intended A complaint bought a poor response Breakfast was also chaotic with little control and long queues Not what I would expect from a 5 star hotel ,room_cleanliness,0.4158873820635001,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 It was mentioned that VAT is included in the total price when I arrived she said there is 30 pounds deposits for each day you ll take it with check out at that time they denied that,NEGATIVE,2140,,,,
 We liked the friendly helpful staff great choice at breakfast and the evening buffet was great choice and value for money tne location although not central had great transport limks to all Milan had to offer ,POSITIVE,2141,,,,
 Handy for Kensington High Street ,POSITIVE,2142,,,,
 Brilliant hotel great staff delicious food amazing drinks lovely spa Perfect ,POSITIVE,2143,,,,
 The only downside was paying so much for a Disappointing climax her fault not the hotel Not a joke ,NEGATIVE,2144,,,,
 Pricey hotel No one greeted us at the door upon arrival We had to look for someone to help us with our bags ,NEGATIVE,2145, Pricey hotel No one greeted us at the door upon arrival We had to look for someone to help us with our bags ,staff_friendliness,0.4003222663110024,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Nothing ,NEGATIVE,2146,,,,
 Finding the room Signage is poor,NEGATIVE,2147,,,,
 Receptionist,POSITIVE,2148,,,,
 Came here for my friends hen party Staff were very friendly and the room in absolutely comfy and modern Had dinner at there restaurant on the 1st floor tonic remedy lovely Also got upgraded to a full English breakfast ,POSITIVE,2149,,,,
 Nothing,NEGATIVE,2150,,,,
 Good range of food for breakfast,POSITIVE,2151,,,,
 Convenient excellent choice at breakfast,POSITIVE,2152,,,,
 The fresh smell in reception,POSITIVE,2153,,,,
 Sound proofing in the room was up late 12 1 because of a loud couple next door Many items of the breakfast was cold a bit upsetting ,NEGATIVE,2154, Sound proofing in the room was up late 12 1 because of a loud couple next door Many items of the breakfast was cold a bit upsetting ,room_size,0.44004621588171966,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The room was spacious and comfortable The staff greeted us nicely and shown us to our room ,POSITIVE,2155,,,,
 Staff were very helpful and friendly,POSITIVE,2156,,,,
 No free internet,NEGATIVE,2157,,,,
 average hotel,NEGATIVE,2158, average hotel,room_size,0.4167022666304822,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Restroom too small I mean very very small ,NEGATIVE,2159, Restroom too small I mean very very small ,room_size,0.43929940274736723,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Not much hot water,NEGATIVE,2160,,,,
 Not much around the hotel A 10 mins walk to the metro station 15 mins trip to centre ,NEGATIVE,2161, Not much around the hotel A 10 mins walk to the metro station 15 mins trip to centre ,location_accessibility,0.4194837641804127,"The convenience of the hotel's location relative to popular attractions, transportation, and services."
 Showers are amazing,POSITIVE,2162,,,,
 Booked 3 rooms for 5 of us Good location next to Kensington High Street tube station bedrooms bathrooms were clean with lovely reception area Concierge was very helpful ,POSITIVE,2163,,,,
 Room,POSITIVE,2164,,,,
 Hotel facilities overall is in need of renovation No comfort for clients at all ,NEGATIVE,2165, Hotel facilities overall is in need of renovation No comfort for clients at all ,room_size,0.36145268260252145,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The staff were excellent ,POSITIVE,2166,,,,
 The window opened just enough to let in the air and the room was well ventilated not too hot or too cold ,POSITIVE,2167,,,,
 That the air conditioning in the room wasn t operational during the hottest Sept days in London in 100y,NEGATIVE,2168,,,,
 Breakfast refunded when asked about missing items ,NEGATIVE,2169,,,,
 TV in room didn t work properly Remote control very frustrating to use and TV just kept freezing 2 lights were not working in room which meant that my wife could not see properly in mirror at night 1 was very distracting and kept flickering Otherwise lovely room,NEGATIVE,2170,,,,
 Room furniture old could not see television from bed or chairs you had to stand at door to see car park to hard to get in or out charged 21 stirling at breakfast still waiting for cup of tea food poor,NEGATIVE,2171,,,,
 The night time view from our riverside room was spectacular looking out onto Canary Wharf Good choice for breakfast The outside sitting area was lovely with views across the Thames The regular ferry service was very good to the Hotel ,POSITIVE,2172,,,,
 Excellent location Great staff all very helpful ,POSITIVE,2173,,,,
 They offered me a small room which we can t move in easily than l spoke to reception lobby manager who changed the room to a bigger normal one The cleaner wasn t cleaning the room well and not washing the tea glasses as well and replacing toilet tissues,NEGATIVE,2174, They offered me a small room which we can t move in easily than l spoke to reception lobby manager who changed the room to a bigger normal one The cleaner wasn t cleaning the room well and not washing the tea glasses as well and replacing toilet tissues,room_cleanliness,0.40654642447933115,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Our room was righty next to the elevator so we heard it going up and down all night Bed was not comfortable ,NEGATIVE,2175, Our room was righty next to the elevator so we heard it going up and down all night Bed was not comfortable ,room_size,0.41407028405258034,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Nothing negative to say but if I was forced to give something it would be that the pillows are hard and uncomfortable ,NEGATIVE,2176,,,,
 Comfy beds Location,POSITIVE,2177,,,,
 The staff was terrible and the whole experience was awful,NEGATIVE,2178,,,,
 Bed to hard needed a fan to circulate cool air,NEGATIVE,2179,,,,
 Breakfast was nice,POSITIVE,2180,,,,
 view,POSITIVE,2181,,,,
 The staff very helpful and always polite at all times The manager in the bar was very good and helpful,POSITIVE,2182,,,,
 I like the sky lounge and th hotels location,POSITIVE,2183,,,,
 perfect location,POSITIVE,2184,,,,
 For my son and I Having the Hotel close to the Stadium was brilliant Especially after watching the community Shield After a long day it was nice to have a shower and relax in the Hotel bar ,POSITIVE,2185,,,,
 Bigger rooms there a little small for the price,NEGATIVE,2186, Bigger rooms there a little small for the price,room_size,0.40799521399575567,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Awful room husband disabled carpet stained and muddy 1 hand towel had ring staff complain hardly any milk view awful had ring customer care as worried about husband catching germs then we re moved to a better room 2nd floor instead of 6th which was better annoy,NEGATIVE,2187,,,,
 Nol,NEGATIVE,2188,,,,
 Were staying in london for just one night and the location was perfect we paid around 200 for one night for a family suite and it was very well worth the money ,POSITIVE,2189,,,,
 They need to provide slippers The fridge needs to be bigger To give you an idea of its size it could only fit two 1 5 liter soda bottles ,NEGATIVE,2190,,,,
 Breakfast room crowded and a bit claustrophobic ,NEGATIVE,2191, Breakfast room crowded and a bit claustrophobic ,room_size,0.36741058031305723,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Had to wait ages for lift as hotel was so busy all the lifts were constantly full Tried to use the stairs but was told the only staircase was via the bar area which we weren t allowed in because the room was full to capacity and against fire regulations for anyone else to go in ,NEGATIVE,2192,,,,
 Check in,POSITIVE,2193,,,,
 The decor is smart and the room was comfortable The bar do great cocktails too ,POSITIVE,2194,,,,
 Extra charge for breakfast ,POSITIVE,2195,,,,
 Small bathroom,POSITIVE,2196,,,,
 The doors the shower gel the fact that the kettle was already plugged in before my arrival,NEGATIVE,2197,,,,
 Really nice modern interior with also a futuristic exterior ,POSITIVE,2198,,,,
 Rooms where ample comfortable and clean Good position perfect for Jubilee Line Very quite area Close to Canary Wharf metro station ,POSITIVE,2199,,,,
 The lobby the breakfast,POSITIVE,2200,,,,
 Staff were very friendly and helpful Fabulous location Decor in public rooms excellent Breakfast 11 out of 10 ,POSITIVE,2201,,,,
 Breakfast was a bit pricey,POSITIVE,2202,,,,
 Went out of their way to help,POSITIVE,2203,,,,
 location was excellent,POSITIVE,2204,,,,
 Very classy looking,POSITIVE,2205,,,,
 location,POSITIVE,2206,,,,
 it is a fairly new hotel and as such is good the rooms are a very good size the beds are large and there is plenty of room for everything large shower and bathroom ,POSITIVE,2207,,,,
 Fab location friendly staff clean and tidy room The bed was very comfortable Plenty of choice at breakfast ,POSITIVE,2208,,,,
 Maybe not understanding why booking breakfast at Reception attracted a 3 discount Why make paying guests jump through a hoop Fair enough for non guest But the hotel has already collected 130 So not a customer friendly policy does the hotel need the 3 difference that much ,NEGATIVE,2209,,,,
 Enjoyed it all,POSITIVE,2210,,,,
 We ate in the restaurant three times and were surprised at the portion size on the new menu It was fine for me but most people would be waiting for the rest of the meal as they left the restaurant My continuing complaint each time I stay concerns how the lights actually work I am never any wiser at the end of my stay ,NEGATIVE,2211, We ate in the restaurant three times and were surprised at the portion size on the new menu It was fine for me but most people would be waiting for the rest of the meal as they left the restaurant My continuing complaint each time I stay concerns how the lights actually work I am never any wiser at the end of my stay ,room_size,0.4325724634548104,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 location and the staff,POSITIVE,2212,,,,
 there was no place for coffe with discent view ,NEGATIVE,2213,,,,
 Doorman was very helpful obtaining a taxi for a early morning flight Helped with our luggage and opening the taxi doors for myself and my travel buddy ,POSITIVE,2214,,,,
 We stayed here as we were going to a gig in Fire nightclub which was just around the corner The staff were so friendly here They all made sure to say hello to you with a smile Really makes a difference in your stay when there are lovely staff The rooms are nice and big especially in London It s very central A five minute walk from the underground very easy to get to Very good value for your money Big comfy beds Lovely big showers and a bath ,POSITIVE,2215,,,,
 The room is vary small and there was a stirs in said the room,NEGATIVE,2216, The room is vary small and there was a stirs in said the room,room_size,0.4180933229712693,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 a very good hotel big rooms polite staff great location strongly reco must stay this property ,POSITIVE,2217,,,,
 The room its very very small i cant found any more of area in the room to put my lugguge also the hotel doesnt have the elevator i was in 4th stair its too hard to get there every time ,NEGATIVE,2218, The room its very very small i cant found any more of area in the room to put my lugguge also the hotel doesnt have the elevator i was in 4th stair its too hard to get there every time ,room_size,0.40785552697135136,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Friendly reception on arrival clean bright room convenient location,POSITIVE,2219,,,,
 The continental breakfast was pretty basic,POSITIVE,2220,,,,
 The feathered pillows and the view wasn t the best,NEGATIVE,2221,,,,
 Room decoration a bit tired,NEGATIVE,2222,,,,
 The room was so small for two particularly Could not brush my teeth in front of the mirror ,NEGATIVE,2223,,,,
 Check In was very slow,NEGATIVE,2224,,,,
 breakfast was very good,POSITIVE,2225,,,,
 Good location if you need to be close to Paddington very close to the railway station ,POSITIVE,2226,,,,
 No musichantoya in the hall,NEGATIVE,2227,,,,
 Location hall decor service staff ,POSITIVE,2228,,,,
 Great location and a very clean room ,POSITIVE,2229,,,,
 Great location Very comfortable and the food was very tasty,POSITIVE,2230,,,,
 I booked for my partners birthday and I can t express enough how helpful and sweet all the staff were at the reception and door helping me with the gifts and balloons I had brought along We had a nice spacious room with a bath and shower and lovely view and we absolutely loved the jacuzzi and swimming pool we went to the sky bar on the top floor and was lucky enough to get the seats near the window with a view of the city lights Thank you so so much for such an amazing stay My partner said it was one of the best stays he s ever had and was a special experience for the both of us Cannot wait to come back we re having a look already when we can book again extra big thank you to a member of staff called Shannon for making it extra special ,POSITIVE,2231,,,,
 There was constantly a line up for the lifts and reception seemed very busy and and un organised or under staffed during busy peak times Rooms were comfortable and clean and although looking out onto a busy road the sound proofing was good Overall a pleasant stay ,POSITIVE,2232,,,,
 Location ,POSITIVE,2233,,,,
 Having to pay for the pool when it is already part of the hotel that your staying in is ridiculous not that I mind paying but 10 per person every time you would like to use it is a bit much And then you can only use half the pool because there is swimming lessons going on and then they decide to close the jacuzzi after we waited for 2 hours to use it Food is way overpriced as is the alcohol 8 for a small glass of wine restaurants we had been in in London didn t even charge that Asked hotel could we borrow an umbrella as the rain was heavy on that day and there was also a charge for that of 6 ,NEGATIVE,2234, Having to pay for the pool when it is already part of the hotel that your staying in is ridiculous not that I mind paying but 10 per person every time you would like to use it is a bit much And then you can only use half the pool because there is swimming lessons going on and then they decide to close the jacuzzi after we waited for 2 hours to use it Food is way overpriced as is the alcohol 8 for a small glass of wine restaurants we had been in in London didn t even charge that Asked hotel could we borrow an umbrella as the rain was heavy on that day and there was also a charge for that of 6 ,price_quality_ratio,0.4291696156471005,The perceived value of the hotel's services and facilities in relation to the price paid.
 Nothing really Only small thing very slow elevator,NEGATIVE,2235,,,,
 Some difficulties with the tabs but after raising issues problems quickly sorted ,NEGATIVE,2236,,,,
 The kettle didn t work and the shower leaked ,NEGATIVE,2237,,,,
 we had expected traditional Hilton comfort luxury but disappointed by the room beds bathroom and overall This is the poorest Hilton we have ever stayed ,NEGATIVE,2238, we had expected traditional Hilton comfort luxury but disappointed by the room beds bathroom and overall This is the poorest Hilton we have ever stayed ,room_size,0.3872087856822513,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Not much it was a poor location for us,NEGATIVE,2239,,,,
 nothing,NEGATIVE,2240,,,,
 Very nice staff excellent service,POSITIVE,2241,,,,
 The cookies And the free ferry across to Canary Wharf is fab ,NEGATIVE,2242,,,,
 Satisfactory,POSITIVE,2243,,,,
 No hot water and lot of spider webs Not clean,NEGATIVE,2244,,,,
 There was little room for improvement ,NEGATIVE,2245, There was little room for improvement ,room_size,0.4471514138380172,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 I liked the central location and the rooms for 3,POSITIVE,2246,,,,
 Bed Comfortable rooms might look dated but give a nice vibe Parking great Not far from Canary Wharf station which is 15 mins away from central London ,POSITIVE,2247,,,,
 Great hotel with very polite staff I wish I could of stayed long enough to use the other facilities ,POSITIVE,2248,,,,
 Response to queries I didn t get any Requested a room with a view when booking and in a follow up email as it was the first time in London for my children Appreciate it may not always be possible but just didn t get any response Also asked for information about family activities on follow up email as this is mentioned on the website again no response Disappointing ,NEGATIVE,2249,,,,
 Those who complaint about the distance to the center they are very lazy people The Subway station is 12 minutes away by foot Once you reach the subway you have direct line to center Duomo about 20 minutes The Central station is even closer direct line You also have at 1 minute distance a bus station and at 3 minutes a rail station for some metropolitan trains you can use the same metro ticket inside Milano The rooms look great big rooms big bathroom The breakfast is good cheese bacon sausage cereals fruits pastry Not excellent but good enough Considering the price it is a great deal ,POSITIVE,2250,,,,
 Despite trying to change my booking 10 minutes after the wrong booking date was chosen not sure how as it was a random date they would not move the date or refund the money awful customers service,NEGATIVE,2251,,,,
 We didn t like having to leave ,POSITIVE,2252,,,,
 The breakfast s were very good staff very good and helpfully We will certainly be back sometime ,POSITIVE,2253,,,,
 I did not like the look of the eggs or the bacon so didn t eat these I wish you had the little individual pots of Marmite ,NEGATIVE,2254,,,,
 Excellent location walking distance to restaurants and shops Beautiful hotel ,POSITIVE,2255,,,,
 The rooms were extremely warm in a night and unable to turn heat down as it it was on lowest setting,POSITIVE,2256,,,,
 Wasn t able to get a coffee in the hotel bar just after midnight ,NEGATIVE,2257,,,,
 Room too small for two medium sized but elderly adults Lavatory shower room very small Room situated at rear therefore subject to delivery collection noises at 6 00 am Otherwise quite quiet Food and service good,POSITIVE,2258,,,,
 The noise from other rooms unbelievable You can hear other guests conversation clearly ,POSITIVE,2259,,,,
 Great location great buffet great staff decent price we highly recommended The Grande Royale ,POSITIVE,2260,,,,
 Nothing except the gym needs improvement and I wish it had better equipment ,NEGATIVE,2261,,,,
 The location is perfect The hotel environment is very quiet ,POSITIVE,2262,,,,
 We like the position of the hotel it s rooms and general ambience,POSITIVE,2263,,,,
 Every thing was good no negatives,POSITIVE,2264,,,,
 Restaurant staff very nice extremely busy at breakfast time but well marshalled and attentive Rooms small but clean Breakfast choice pretty good and kept tidy despite large number of guests ,POSITIVE,2265,,,,
 The hot breakfast was not really good Good vatiety but the food was cafereria look abd feel Buffet Food plates were not covered Food got cold,POSITIVE,2266,,,,
 Location room breakfast were great Staff were friendly and helpful ,POSITIVE,2267,,,,
 Loved everything from the friendly welcome to departure xx,POSITIVE,2268,,,,
 check in late 2 hours no free water as other hotels no slippers some of the staff dealing bad executive studio with train view not city view,NEGATIVE,2269,,,,
 Service was terrible for a hotel like this Breakfast was a nightmare no food with people queuing for over 20 minutes for the buffet,NEGATIVE,2270,,,,
 We booked room service that didn t show rooms are relatively small and get cluttered really quickly,NEGATIVE,2271,,,,
 The only thing I would have to say that really disappointed me was the bed During mine my friend s stay on 5th June 2015 the bed was like a dream one of those mattresses you lay down on just sink into However during this time around s stay the mattress was less than satisfactory extremely disappointing I sat down on the bed upon entering the room immediately noticed the difference as did my friend We both ended up not being able to sleep properly during our stay on 10th July 2016 due to not being able to get comfortable as the mattress was too hard to be able to get comfortable on we both ended up with our shoulders back hurting when we checked out the next day Please please change back to the mattress supplier you were using during 2015 ,NEGATIVE,2272,,,,
 The location of the hotel ,POSITIVE,2273,,,,
 Scented room was a nice touch,POSITIVE,2274,,,,
 The perfect service,POSITIVE,2275,,,,
 Hotel was great Room was ok View terrible Overall a good hotel,POSITIVE,2276,,,,
 The roof top bar had the most amazing views ,POSITIVE,2277,,,,
 Excellent location,POSITIVE,2278,,,,
 Convenience of location,POSITIVE,2279,,,,
 the noise from collecting the garbage early in the morning was a bit annoying,NEGATIVE,2280,,,,
 Given location I was expecting much smaller room size but very adequate for the 3 of us Location meant we were short walk from all attractions ,NEGATIVE,2281, Given location I was expecting much smaller room size but very adequate for the 3 of us Location meant we were short walk from all attractions ,room_size,0.38255609097401716,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 Location,POSITIVE,2282,,,,
 Was very happy with this stay No complaints ,POSITIVE,2283,,,,
 Check in was very slow and room was cold,NEGATIVE,2284,,,,
 Excellent location very central easy walk to sights restaurants theatres and galleries Good transport links Helpful staff clean room and spacious public areas I had a quiet Cosy Double fine for one person with good walk in shower Wifi worked fine after initial problem sorted out efficiently by help staff ,POSITIVE,2285,,,,
 Staff were excellent and dealt with all issues promptly ,POSITIVE,2286,,,,
 Everything Rooms very quiet Pillows and bedding fantastic Staff extremely helpful ,POSITIVE,2287,,,,
 Complimentary drink and warm cookie on check in ,POSITIVE,2288,,,,
 Changed over to holiday inn whilst we stayed there meaning lorry deliveries and a busy stressful atmosphere Our room was also very cold particularly the bathroom and we also couldn t not keep our clothes in the wardrobe as this was FREEZING ,NEGATIVE,2289, Changed over to holiday inn whilst we stayed there meaning lorry deliveries and a busy stressful atmosphere Our room was also very cold particularly the bathroom and we also couldn t not keep our clothes in the wardrobe as this was FREEZING ,room_size,0.4285152666240259,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The room was pokey There was no extractor in the bathroom and if the door was left open after a shower the steam set off the smoke alarm The air conditioning was obviously controlled by management the room was stuffy and far too hot The pillos were uncomfortable The accomodation was claustropobic,NEGATIVE,2290, The room was pokey There was no extractor in the bathroom and if the door was left open after a shower the steam set off the smoke alarm The air conditioning was obviously controlled by management the room was stuffy and far too hot The pillos were uncomfortable The accomodation was claustropobic,room_cleanliness,0.4206937380086068,"The level of cleanliness and hygiene maintained in the hotel's rooms, ensuring a comfortable stay for guests."
 Location was great rooms were clean and comfortable Nothing fancy but had everything we needed ,POSITIVE,2291,,,,
 It was amazing just a bit far but amazing,POSITIVE,2292,,,,
 Hotel was old fashioned and dated rooms were small The bathroom was very nice and clean except the hot water was not very good so the shower in the morning was pretty much cold Lifts in the hotel just looked completely unreliable ,NEGATIVE,2293, Hotel was old fashioned and dated rooms were small The bathroom was very nice and clean except the hot water was not very good so the shower in the morning was pretty much cold Lifts in the hotel just looked completely unreliable ,room_size,0.38883860205661824,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The location was good ,POSITIVE,2294,,,,
 The staff were friendly and professional and the hotel was stunning ,POSITIVE,2295,,,,
 Double bed with 2 single matresses was uncomfortable shower cubicle dangerous attitude of staff very poor Room very tired ,NEGATIVE,2296, Double bed with 2 single matresses was uncomfortable shower cubicle dangerous attitude of staff very poor Room very tired ,room_size,0.40761381717042444,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 It might have been better for my nerves not to have had the fire alarm sounding at 9 00 in the evening for a false alarm but better safe than sorry ,NEGATIVE,2297,,,,
 Lovely beds quiet rooms Attentive staff,POSITIVE,2298,,,,
 The service and the food in the Bistro Restaurant were very good ,POSITIVE,2299,,,,
 Fantastic breakfast bed comfortable modern foyer,POSITIVE,2300,,,,
 Nothing as usual,NEGATIVE,2301,,,,
 Rude reception staff On arrival I was asked Why are you here in a very unfriendly manner The whole check in process was cold and uncomfortable ,NEGATIVE,2302, Rude reception staff On arrival I was asked Why are you here in a very unfriendly manner The whole check in process was cold and uncomfortable ,staff_friendliness,0.375675400212518,The courtesy and willingness of hotel staff to address guests' needs and concerns.
 Not a long enough stay ,NEGATIVE,2303,,,,
 Gym was not easy to find but not really time to use it anyway ,NEGATIVE,2304,,,,
 Breakfast was expensive ,NEGATIVE,2305,,,,
 breakfast which i thought i had payed for when booking was very expensive and down in the ballroom ,POSITIVE,2306,,,,
 Friendly staff,POSITIVE,2307,,,,
 Great location Not far from either stations and very welcoming,POSITIVE,2308,,,,
 I paid for wifi but they charge me from my account But not working,NEGATIVE,2309,,,,
 The bed is super comfortable and the room very cozy Pool and jacuzzi made our trip so relaxing too Best London hotel experience so far ,POSITIVE,2310,,,,
 Everything bar the room was great Not enough room to swing a cat in our Superior Double certainly not enough room to put up a travel cot Had to put the bedside table in the bathroom and shift the bed over to the window to fit the cot in Had to call for a cleaner to get rid of the thick dust after moving the bed Window 6 floors up wasn t locked or restricted opening not great with a child and bed next to the window ,NEGATIVE,2311, Everything bar the room was great Not enough room to swing a cat in our Superior Double certainly not enough room to put up a travel cot Had to put the bedside table in the bathroom and shift the bed over to the window to fit the cot in Had to call for a cleaner to get rid of the thick dust after moving the bed Window 6 floors up wasn t locked or restricted opening not great with a child and bed next to the window ,room_size,0.42299488308848926,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 They over charged me The agreed rate was 165 They required me to pay over 200 So there was some failure of communication between yourselves and the hotel I had not taken the details to London and couldn t remember offhand so I paid the increase The hotel would no doubt say that we had breakfast on top which is correct but only because they told us it was included in the rate ,NEGATIVE,2312,,,,
 Excellent stay staff were so polite and helpful The room was immaculate and the views to die for,POSITIVE,2313,,,,
 Shower door difficult to operate,NEGATIVE,2314,,,,
 Hotel was old room was uncomfortable ,NEGATIVE,2315, Hotel was old room was uncomfortable ,room_size,0.3597729760988867,"The spaciousness and overall size of the hotel's rooms, contributing to guest comfort and satisfaction."
 The breakfast was fantastic ,POSITIVE,2316,,,,
 No mini bar,NEGATIVE,2317,,,,
